AID,CID,InChIKey,SMILES,GeneID,Symbol,UniProtKB
1671197,7296,GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,1557,CYP2C19,P33261
1159531,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,6256,RXRA,P19793
1346795,7903,JSZOAYXJRCEYSX-UHFFFAOYSA-N,CCC[N+](=O)[O-],5241,PGR,P06401
743091,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,2099,ESR1,P03372
743075,2347,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,2099,ESR1,P03372
1671197,38479,CHIFOSRWCNZCFN-UHFFFAOYSA-N,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],1557,CYP2C19,P33261
743077,3301,PIICEJLVQHRZGT-UHFFFAOYSA-N,C(CN)N,2099,ESR1,P03372
743085,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,196,AHR,P35869
1671196,8130,FXHGMKSSBGDXIY-UHFFFAOYSA-N,CCCCCCC=O,1565,CYP2D6,P10635
1657485,938,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,338442,HCAR2,Q8TDS4
1671198,8346,MQIUGAXCHLFZKX-UHFFFAOYSA-N,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,1559,CYP2C9,P11712
1224839,8418,MWPLVEDNUUSJAV-UHFFFAOYSA-N,C1=CC=C2C=C3C=CC=CC3=CC2=C1,9970,NR1I3,Q14994
568363,7121,DAUAQNGYDSHRET-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C(=O)O)OC,760,CA2,P00918
1224895,7367,XEMRAKSQROQPBR-UHFFFAOYSA-N,C1=CC=C(C=C1)C(Cl)(Cl)Cl,7253,TSHR,P16473
1259369,7543,IBOFVQJTBBUKMU-UHFFFAOYSA-N,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,2737,GLI3,P10071
588544,7095,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=CC=C2,6256,RXRA,P19793
1671198,10241,YLQWCDOCJODRMT-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,1559,CYP2C9,P11712
1259243,8411,JRBJSXQPQWSCCF-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,367,AR,P10275
1224848,7903,JSZOAYXJRCEYSX-UHFFFAOYSA-N,CCC[N+](=O)[O-],2101,ESRRA,P11474
2808,7108,WJFKNYWRSNBZNX-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,27035,NOX1,Q9Y5S8
743080,9158,HAXBIWFMXWRORI-UHFFFAOYSA-N,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,2099,ESR1,P03372
1346978,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C=CS1,840,CASP7,P55210
1447415,2969,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,53831,GPR84,Q9NQS5
588533,289,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C1=CC=C(C(=C1)O)O,2908,NR3C1,P04150
625217,2723,OSDLLIBGSJNGJE-UHFFFAOYSA-N,CC1=CC(=CC(=C1Cl)C)O,3357,HTR2B,P41595
743228,3714831,VLDHWMAJBNWALQ-UHFFFAOYSA-M,C1=CC=C2C(=C1)N=C(S2)[S-].[Na+],3315,HSPB1,P04792
39064,42140,JEYJJJXOFWNEHN-UHFFFAOYSA-N,C1=C2C3=C(C(=C(C=C3OC2=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,196,AHR,P35869
1259403,992,IZUPBVBPLAPZRR-UHFFFAOYSA-N,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,2101,ESRRA,P11474
1259395,47326,XQUXKZZNEFRCAW-UHFFFAOYSA-N,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,7253,TSHR,P16473
1224849,9171,WDECIBYCCFPHNR-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,2101,ESRRA,P11474
1224839,5889,LHRCREOYAASXPZ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,9970,NR1I3,Q14994
651741,10800,ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],4780,NFE2L2,Q16236
743122,25054,WAEVWDZKMBQDEJ-UHFFFAOYSA-N,CC(CO)OCC(C)OCC(C)OC,196,AHR,P35869
1224841,5455,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,2101,ESRRA,P11474
720636,9158,HAXBIWFMXWRORI-UHFFFAOYSA-N,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,4780,NFE2L2,Q16236
743083,785,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,C1=CC(=CC=C1O)O,1588,CYP19A1,P11511
720552,10800,ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],7157,TP53,P04637
743075,9154,GVEPBJHOBDJJJI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,2099,ESR1,P03372
894,992,IZUPBVBPLAPZRR-UHFFFAOYSA-N,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,3248,HPGD,P15428
743122,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,196,AHR,P35869
342475,338,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)O,759,CA1,P00915
743122,3714831,VLDHWMAJBNWALQ-UHFFFAOYSA-M,C1=CC=C2C(=C1)N=C(S2)[S-].[Na+],196,AHR,P35869
743075,7070,HUWXDEQWWKGHRV-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,2099,ESR1,P03372
1671197,7714,PHXATPHONSXBIL-UHFFFAOYSA-N,CCCCCCCC1CCC(=O)O1,1557,CYP2C19,P33261
1259392,26049,BQOFWKZOCNGFEC-UHFFFAOYSA-N,CC1=CCC2C(C1)C2(C)C,2737,GLI3,P10071
1346982,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C=CS1,8856,NR1I2,O75469
1224838,12232,WQOXQRCZOLPYPM-UHFFFAOYSA-N,CSSC,9970,NR1I3,Q14994
1346982,24752,CUVLMZNMSPJDON-UHFFFAOYSA-N,CCCCOCC(C)OCC(C)O,8856,NR1I2,O75469
1259369,12348,PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(=O)C,2737,GLI3,P10071
1259248,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,2099,ESR1,P03372
329099,7847,HGINCPLSRVDWNT-UHFFFAOYSA-N,C=CC=O,8989,TRPA1,O75762
1259244,8441,WOZVHXUHUFLZGK-UHFFFAOYSA-N,COC(=O)C1=CC=C(C=C1)C(=O)OC,2099,ESR1,P03372
743091,39327,OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],2099,ESR1,P03372
651632,21694,ALRLPDGCPYIVHP-UHFFFAOYSA-N,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],79915,ATAD5,Q96QE3
743215,16682746,APQHKWPGGHMYKJ-UHFFFAOYSA-N,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,5467,PPARD,Q03181
1347036,5558,DIKBFYAXUHHXCS-UHFFFAOYSA-N,C(Br)(Br)Br,5241,PGR,P06401
1224848,9147,RKZDZWJDQTZDLD-UHFFFAOYSA-N,C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3,2101,ESRRA,P11474
1346982,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,8856,NR1I2,O75469
1346982,31222,YBQZXXMEJHZYMB-UHFFFAOYSA-N,C1=CC=C(C=C1)NNC2=CC=CC=C2,8856,NR1I2,O75469
743239,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,9971,NR1H4,Q96RI1
625201,8447,AFZSMODLJJCVPP-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,150,ADRA2A,P08913
1259388,980,BTJIUGUIPKRLHP-UHFFFAOYSA-N,C1=CC(=CC=C1[N+](=O)[O-])O,9734,HDAC9,Q9UKV0
1460,7814,CBCKQZAAMUWICA-UHFFFAOYSA-N,C1=CC(=CC=C1N)N,4137,MAPT,P10636
651743,9117,GYFAGKUZYNFMBN-UHFFFAOYSA-N,C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2,7157,TP53,P04637
1259369,8362,WSSJONWNBBTCMG-UHFFFAOYSA-N,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,2737,GLI3,P10071
1224843,5455,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,7253,TSHR,P16473
1671196,743,JFCQEDHGNNZCLN-UHFFFAOYSA-N,C(CC(=O)O)CC(=O)O,1565,CYP2D6,P10635
1259392,12232,WQOXQRCZOLPYPM-UHFFFAOYSA-N,CSSC,2737,GLI3,P10071
743083,15910,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,1588,CYP19A1,P11511
1346891,8003,OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,7201,TRHR,P34981
462281,10742,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C(=O)O,23632,CA14,Q9ULX7
238082,412,MYKUKUCHPMASKF-UHFFFAOYSA-N,C1CC(NC1)C2=CN=CC=C2,1139,CHRNA7,P36544
1671200,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C=CS1,3757,KCNH2,Q12809
1645839,10800,ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],1861,TOR1A,O14656
353307,938,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,338442,HCAR2,Q8TDS4
1262263,768,LELOWRISYMNNSU-UHFFFAOYSA-N,C#N,759,CA1,P00915
1159553,7070,HUWXDEQWWKGHRV-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,5914,RARA,P10276
1671199,11167,LGDSHSYDSCRFAB-UHFFFAOYSA-N,CN=C=S,1544,CYP1A2,P05177
1224820,785,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,C1=CC(=CC=C1O)O,2101,ESRRA,P11474
588513,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C=CS1,2099,ESR1,P03372
1259385,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C=CS1,7253,TSHR,P16473
1224841,29393,UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],2101,ESRRA,P11474
883,180933,UORKIKBNUWJNJF-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C(=O)C=CC4=O,1559,CYP2C9,P11712
1224893,7586,WPYCRFCQABTEKC-UHFFFAOYSA-N,C1C(O1)COC2=CC(=CC=C2)OCC3CO3,9970,NR1I3,Q14994
1159531,12228,HAMGRBXTJNITHG-UHFFFAOYSA-N,CN=C=O,6256,RXRA,P19793
1259364,7858,XXROGKLTLUQVRX-UHFFFAOYSA-N,C=CCO,9734,HDAC9,Q9UKV0
1671198,3026,DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1559,CYP2C9,P11712
743122,3017,FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,196,AHR,P35869
729537,7456,LXCFILQKKLGQFO-UHFFFAOYSA-N,COC(=O)C1=CC=C(C=C1)O,760,CA2,P00918
720552,5889,LHRCREOYAASXPZ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,7157,TP53,P04637
625221,8447,AFZSMODLJJCVPP-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,3362,HTR6,P50406
743094,3485,SXRSQZLOMIGNAQ-UHFFFAOYSA-N,C(CC=O)CC=O,5468,PPARG,P37231
743075,5954,DXBHBZVCASKNBY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,2099,ESR1,P03372
1110683,727,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,2559,GABRA6,Q16445
1671201,7577,YBRVSVVVWCFQMG-UHFFFAOYSA-N,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,1576,CYP3A4,P08684
1224842,6053,JCYPECIVGRXBMO-UHFFFAOYSA-N,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,2101,ESRRA,P11474
743079,243,WPYMKLBDIGXBTP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)O,2099,ESR1,P03372
625252,8447,AFZSMODLJJCVPP-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,1812,DRD1,P21728
1159528,11487,DMBHHRLKUKUOEG-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=CC=CC=C2,3725,JUN,P05412
720552,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,7157,TP53,P04637
1259247,4115,IAKOZHOLGAGEJT-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,367,AR,P10275
1159553,7814,CBCKQZAAMUWICA-UHFFFAOYSA-N,C1=CC(=CC=C1N)N,5914,RARA,P10276
1159519,6001,ARSRBNBHOADGJU-UHFFFAOYSA-N,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,22926,ATF6,P18850
1671199,14296,FINHMKGKINIASC-UHFFFAOYSA-N,CC1=C(N=C(C(=N1)C)C)C,1544,CYP1A2,P05177
1346795,15752,KWMDHCLJYMVBNS-UHFFFAOYSA-N,C1=C(C=C(C(=C1[N+](=O)[O-])N)Br)[N+](=O)[O-],5241,PGR,P06401
1671197,985,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,1557,CYP2C19,P33261
1259244,6544,HJOVHMDZYOCNQW-UHFFFAOYSA-N,CC1=CC(=O)CC(C1)(C)C,2099,ESR1,P03372
650662,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,759,CA1,P00915
743219,11818,ULALSFRIGPMWRS-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C(C=C2[N+](=O)[O-])[N+](=O)[O-],4780,NFE2L2,Q16236
1671199,13187,VKCYHJWLYTUGCC-UHFFFAOYSA-N,CCCCCCCC(=O)C,1544,CYP1A2,P05177
1249581,402,RWSOTUBLDIXVET-UHFFFAOYSA-N,[S],760,CA2,P00918
1671198,7005,KJCVRFUGPWSIIH-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC=C2O,1559,CYP2C9,P11712
686979,24773,BLXVTZPGEOGTGG-UHFFFAOYSA-N,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,55775,TDP1,Q9NUW8
1259247,11487,DMBHHRLKUKUOEG-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=CC=CC=C2,367,AR,P10275
1224893,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C=CS1,9970,NR1I3,Q14994
1645842,4115,IAKOZHOLGAGEJT-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,1559,CYP2C9,P11712
1259369,6423,LFHISGNCFUNFFM-UHFFFAOYSA-N,C([N+](=O)[O-])(Cl)(Cl)Cl,2737,GLI3,P10071
743085,991,LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],196,AHR,P35869
1671197,12025,HNJBEVLQSNELDL-UHFFFAOYSA-N,C1CC(=O)NC1,1557,CYP2C19,P33261
1671198,11443,DVKJHBMWWAPEIU-UHFFFAOYSA-N,CC1=C(C=C(C=C1)N=C=O)N=C=O,1559,CYP2C9,P11712
686978,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1C(=O)C=CS1,55775,TDP1,Q9NUW8
1347398,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CNC(=O)OC1=CC=CC2=CC=CC=C21,43,ACHE,P22303
1259369,2347,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,2737,GLI3,P10071
588544,9158,HAXBIWFMXWRORI-UHFFFAOYSA-N,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,6256,RXRA,P19793
743085,4284,MMOXZBCLCQITDF-UHFFFAOYSA-N,CCN(CC)C(=O)C1=CC=CC(=C1)C,196,AHR,P35869
743069,992,IZUPBVBPLAPZRR-UHFFFAOYSA-N,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,2099,ESR1,P03372
1224895,1057,WQGWDDDVZFFDIG-UHFFFAOYSA-N,C1=CC(=C(C(=C1)O)O)O,7253,TSHR,P16473
743085,9153,FTOVXSOBNPWTSH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,196,AHR,P35869
743079,10967,HRQGCQVOJVTVLU-UHFFFAOYSA-N,C(OCCl)Cl,2099,ESR1,P03372
1671198,10800,ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],1559,CYP2C9,P11712
743079,9154,GVEPBJHOBDJJJI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,2099,ESR1,P03372
2668,289,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C1=CC=C(C(=C1)O)O,2475,MTOR,P42345
1346891,6492,HECLRDQVFMWTQS-UHFFFAOYSA-N,C1C=CC2C1C3CC2C=C3,7201,TRHR,P34981
743122,7814,CBCKQZAAMUWICA-UHFFFAOYSA-N,C1=CC(=CC=C1N)N,196,AHR,P35869
743085,7577,YBRVSVVVWCFQMG-UHFFFAOYSA-N,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,196,AHR,P35869
1259392,3589,FRCCEHPWNOQAEU-UHFFFAOYSA-N,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,2737,GLI3,P10071
1671197,16653,DEDOPGXGGQYYMW-UHFFFAOYSA-N,CCSC(=O)N1CCCCCC1,1557,CYP2C19,P33261
1671197,8461,RMBFBMJGBANMMK-UHFFFAOYSA-N,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],1557,CYP2C19,P33261
1166883,5455,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,8424,BBOX1,O75936
1671198,1486,OVSKIKFHRZPJSS-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1559,CYP2C9,P11712
743122,5954,DXBHBZVCASKNBY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,196,AHR,P35869
1346978,29393,UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],840,CASP7,P55210
1224841,8554,NIQCNGHVCWTJSM-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1C(=O)OC,2101,ESRRA,P11474
1259243,995,YNPNZTXNASCQKK-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,367,AR,P10275
743078,4115,IAKOZHOLGAGEJT-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,2099,ESR1,P03372
1259244,47326,XQUXKZZNEFRCAW-UHFFFAOYSA-N,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,2099,ESR1,P03372
1030,8785,QUKGYYKBILRGFE-UHFFFAOYSA-N,CC(=O)OCC1=CC=CC=C1,216,ALDH1A1,P00352
261940,985,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,7097,TLR2,O60603
743219,10800,ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],4780,NFE2L2,Q16236
720659,30692,TUBQDCKAWGHZPF-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)SCSC#N,8856,NR1I2,O75469
1259381,5889,LHRCREOYAASXPZ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,367,AR,P10275
641825,5281426,ORHBXUUXSCNDEV-UHFFFAOYSA-N,C1=CC(=CC2=C1C=CC(=O)O2)O,768,CA9,Q16790
588537,11767,LSIKFJXEYJIZNB-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2[N+](=O)[O-],5468,PPARG,P37231
1671199,7070,HUWXDEQWWKGHRV-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,1544,CYP1A2,P05177
1546369,8180,ZDPHROOEEOARMN-UHFFFAOYSA-N,CCCCCCCCCCC(=O)O,53831,GPR84,Q9NQS5
743202,7005,KJCVRFUGPWSIIH-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC=C2O,4780,NFE2L2,Q16236
686978,24773,BLXVTZPGEOGTGG-UHFFFAOYSA-N,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,55775,TDP1,Q9NUW8
743085,992,IZUPBVBPLAPZRR-UHFFFAOYSA-N,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,196,AHR,P35869
651802,7271,LHJGJYXLEPZJPM-UHFFFAOYSA-N,C1=C(C(=CC(=C1Cl)Cl)Cl)O,6097,RORC,P51449
651631,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,7157,TP53,P04637
1259392,4928,ISEUFVQQFVOBCY-UHFFFAOYSA-N,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,2737,GLI3,P10071
1310891,1674,PPQNQXQZIWHJRB-UHFFFAOYSA-N,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,196,AHR,P35869
1346978,16682746,APQHKWPGGHMYKJ-UHFFFAOYSA-N,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,840,CASP7,P55210
331292,5054,GHMLBKRAJCXXBS-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)O,760,CA2,P00918
720552,15910,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,7157,TP53,P04637
1259395,6829,YOJKKXRJMXIKSR-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=CC=C2[N+](=O)[O-],7253,TSHR,P16473
1688,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,3064,HTT,P42858
1671197,6049,KCXVZYZYPLLWCC-UHFFFAOYSA-N,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1557,CYP2C19,P33261
720691,16821,WGPCZPLRVAWXPW-UHFFFAOYSA-N,CCCCCCCCC1CCC(=O)O1,2908,NR3C1,P04150
977601,10569,RSWGJHLUYNHPMX-ONCXSQPRSA-N,CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,10599,SLCO1B1,Q9Y6L6
743122,6724,AFPRJLBZLPBTPZ-UHFFFAOYSA-N,C1=CC2=C3C(=C1)C(=O)C(=O)C3=CC=C2,196,AHR,P35869
743040,7362,HYBBIBNJHNGZAN-UHFFFAOYSA-N,C1=COC(=C1)C=O,367,AR,P10275
624297,3039,OEBRKCOSUFCWJD-UHFFFAOYSA-N,COP(=O)(OC)OC=C(Cl)Cl,51053,GMNN,O75496
1110679,727,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,2560,GABRB1,P18505
496916,1103,PFNFFQXMRSDOHW-UHFFFAOYSA-N,C(CCNCCCN)CNCCCN,762,CA4,P22748
1259369,29393,UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],2737,GLI3,P10071
1224843,5284469,OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,7253,TSHR,P16473
1259394,7276,AWMVMTVKBNGEAK-UHFFFAOYSA-N,C1C(O1)C2=CC=CC=C2,2100,ESR2,Q92731
1671199,10800,ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],1544,CYP1A2,P05177
342480,5054,GHMLBKRAJCXXBS-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)O,11238,CA5B,Q9Y2D0
1259243,38479,CHIFOSRWCNZCFN-UHFFFAOYSA-N,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],367,AR,P10275
1347395,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,43,ACHE,P22303
